,sentence,valence,arousal
14737,원래도… 곧 나가야지 생각하고 있었어. 아빠 말대로 내가 언제까지나 아빠랑 엄마랑 같이 살 순 없는거 잖아.,0.0,0.0
14738,나 집 다 계약 했다고. 내가 나간다고 얘기 했잖아.,0.0,-1.0
14740,그치.. 억지로 떠밀려서 결혼한 사람들이 많았으니까.. 나도 지금 너한테 무조건 결혼하라고 강요하는건 아니야.,0.0,-1.0
14741,알아.. 결혼보다 하고 싶은 일을 찾아 떠나라고 얘기해 준게 아빠였으니까..,0.0,-1.0
14742,다른 친구들 얘기 들어보니까 30대 초반에 독립 하는 애들이 더러 있더라. 대부분 결혼해서 나가긴 하지만.. 그래도 니 선택이니까.,0.0,-1.0
14744,그래서 저번에 아기용 물티슈로 유명한 티슈 중에 인체에 해로운 물질이 많이 검출된적이 있었거든. 그래서 그 회사가 아예 없어졌잖아.,-1.0,-1.0
14745,뭐.. 한 일 년정도 쓰려고 샀지. 회사에서 물티슈로 청소하니까 너무 좋더라고. 편하고 잘 닦이고.,0.0,0.0
14746,베란다에 있는 박스에 든 거 뭐야?,0.0,-1.0
14747,회사 사람들도 다 충격받아서… 오늘은 야근을 하는데도 일에 집중이 안되더라.. 다른 사람들도 다 너무 충격받아서 뭐라고 말이 안 나왔어…,-1.0,1.0
14748,그래. 이사 준비는 잘 되어가? 오늘은 왜 야근을 했어?,-1.0,0.0
14749,그 부모 마음을 어떨지…. 세상에 어떻게 그런 일이 있니…. 왜 그런 일이 생겼을까… 왜 라고 묻는게 의미가 없지… 그런 일은 그냥 생겨버리니까… 인간은 왜 인지 알 수가 없는거야….,-1.0,1.0
14750,아기가 잘못 됐다는건… 설마... 죽었다고…?,-1.0,1.0
14751,나도 이렇게 억장이 무너지는데… 그 엄마 심정을 어떨지… 상상도 할 수가 없어…,-1.0,1.0
14752,아… 너무 비극적인 일이다… 태어난지 3달밖에 안 된 아기가 죽다니…,-1.0,1.0
14753,응… 그 갓난아기가 죽었대… 갑자기 무슨 바이러스에 걸렸다고… 그냥 그렇게 됐대… 너무 속상하네…,-1.0,1.0
14754,나도 상상이 안된다… 너무 슬픈 일이야….,-1.0,1.0
14755,무슨 일인데? 무슨 사고라도 당한거야?,-1.0,0.0
14756,음.. 같이 일하던 직원 하나가 병원에 입원하게 되서.. 갑자기 그렇게 된거라. 내가 일이 좀 많아졌네.,-1.0,-1.0
14758,응… 이번 주엔 교회에 가서 그 아기와 그 가족들을 위해서 기도를 좀 해야겠다.,0.0,0.0
14759,그래.. 설교를 듣지 않더라도. 잠깐 가서 명복과 안녕을 빌고 오자.,0.0,0.0
14760,나도 교회 나간지 오래 됐는데… 이번 주엔 나가봐야겠어. 너무 황망한 일이 생기니까.. 문득 기도할 데가 생각나네..,0.0,0.0
14762,나한테는 다 나 나름의 정리법이 있어요. 걱정마. 내가 어디 물건 잃어버리는 거 봤어? 나는 어디에 뭐가 있는지 다 안다니까?,1.0,1.0
14763,어떤 캐리어? 아… 출장 갔다온 그 캐리어? 뭐… 곧 해야지. 내일 할게요 내일.,0.0,-1.0
14764,에휴.. 말은 잘 하지.. 니 맘대로 해!,-1.0,0.0
14765,너 출장 갔다온지가 대체 언젠데 아직도 정리를 안 했어? 너는 거기 들어있는 짐 안 쓰냐?,-1.0,0.0
14767,뭐라고….? 하.. 아빠 친구들 부부 동반 모임을 갔는데… 엄마만 혼자 먼저 보내고 아빠는 친구들이랑 계속 논거야…?,-1.0,1.0
14768,와… 그 아저씨들 진짜 안 되겠다… 어떻게 그럴 수 있지….,-1.0,1.0
14769,그냥 별일도 아니었어~ 우리 어제 부부동반 모임 갔다 왔잖아. 그 때 애들이 2차를 가자는데 니 엄마는 가기 싫다고 하더라고. 그래서 내가 조심해서 들어가라고 택시 태워줬지.,0.0,-1.0
14770,에휴… 말이 안 통해서 말을 더 못 하겠어요…,-1.0,1.0
14771,그냥… 뭐 노래방 갔지. 우리끼리 모여서 어디가겠어. 노래방 가서 맥주나 한잔씩 더 했지. 거기 다른 애들 와이프들도 더러 있었어.,0.0,-1.0
14772,나는 아빠가 더 신기해… 흠.. 그냥 다음에 냉면 맛집 가서 맛있게 먹고 오늘은 집에서 찌개 끓여먹자.,0.0,0.0
14773,그래..? 냉면은 그냥 육수 맛으로 벌컥벌컥 먹는거 아니야?,0.0,-1.0
14775,참.. 까다롭게 구네.. 냉면이 그냥 시원~한 맛에 먹는거지. 면 좀 불면 어때?,0.0,0.0
14776,그래 그럼.. 다음에 꼭 맛있는데로 데려가야돼?,0.0,0.0
14777,집을 어떻게 지었길래 비가 새? 아이 진짜.,-1.0,1.0
14778,"여보 안그래도, 어제 작은방 들어가보니까 비가 새는 거 있지?",-1.0,0.0
14779,지금 이게 제습기로 될게 아닌데. 가구는 망가진 거 없어?,-1.0,0.0
14780,"화만 내고 있을게 아니라, 대책을 세워야지.",0.0,0.0
14781,"응. 잘 안쓰는 방이라 몰랐는데, 벽장 뒤에 보니까 비도 새고 곰팡이까지 피었더라. 어떡해. 곰팡이는 한 번 생기면 잘 없어지지도 않는데… 아니면 원래 곰팡이 있는 집인데 대충 새로 벽지를 발랐을지도 모르고…",-1.0,1.0
14782,"그러니까. 이번에 이사오면서 가구랑 싹 다 새로 샀는데, 이게 뭐야. 속상해.",-1.0,1.0
14784,아니 비가 새는 줄도 모르고 여태 있었다니. 열흘은 내리 비가 왔는데.,-1.0,1.0
14785,응 여보 얼른 가서 물어봐바.,0.0,0.0
14786,해주기 싫어서 얼마나 그러는지 내가 거의 소리를 질렀다니까 너무한다고.,-1.0,1.0
14787,"나 물 새는 집은 처음이야 여보. 이게 무슨 난리야 정말? 그래서 얘기 잘 했어? 우리 지금 벽지도 다 울고, 장판도 물에 젖어서 다 우글우글해졌잖아.",-1.0,1.0
14788,잘했어. 에휴 집 없으니 이렇게 서러운 일만 겪네.,-1.0,1.0
14789,"아니 방수공사는 해야 하는 거고, 지금 집에 벽지랑 다 난리가 났는데 그대로 살라는 거야?",-1.0,1.0
14790,잘했다. 우리도 귀찮아 죽겠는데 집주인이 진짜 너무하네.,-1.0,1.0
14791,나도 얘기 했지. 그런데 그냥 좀 닦아내고 살면 안되냐고 그러대. 에휴 참.,-1.0,1.0
14792,어. 그 집도 새는 모양이더라. 이 집을 어떻게 지은 거야?,-1.0,1.0
14793,"그럴 리가 없다 뭐 어떻게 하냐, 에이 참.",-1.0,1.0
14794,아니 뭐 말을 그렇게 해. 집을 세줬으면 책임이 있는건데..,-1.0,1.0
14795,나 참 집 없이 사니까 서러워서…,-1.0,1.0
14797,"다른 집들은 다 30은 받겠다고 하는데, 여기는 20만원에 해준다고 하는거야.",0.0,-1.0
14798,근처에 도배집이 꽤 있더라구. 장 보는 길에 들러서 상담도 받고 가격도 물어보고 그랬지.,0.0,-1.0
14799,그래? 그럼 그 집에서 하면 되겠네.,0.0,0.0
14800,벽지도 약간 오래된 것들만 있더라. 디자인이 다양하지도 않고.,-1.0,0.0
14802,"조금씩 다 달라서 고민인데, 일단 가격이 되게 싼 집이 있었어.",0.0,0.0
14804,당신이 진짜 빠릿빠릿 잘 움직인다니까.,1.0,1.0
14808,티가 왜 안나? 나는 이렇게 신경이 쓰이는데.,-1.0,1.0
14810,아이고… 그래서 일하는 사람들한테 얘기해보지 그랬어.,0.0,0.0
14811,그래 당신. 이번에 일 치르면서 스트레스를 많이 받았나 보다. 마음을 좀 편하게 먹어봐.,-1.0,0.0
14812,진짜 왜 물이 새가지고. 피곤해 죽겠어.,-1.0,1.0
14813,"아니, 그냥 너무 일을 대충대충 하잖아. 보면 종이가 들뜬곳도 있고, 끝에 마무리도 영 깔끔하지가 않고.",-1.0,1.0
14814,당신이 뭘 자세히 봤어야 말이지. 장판 끝도 일정하지 않게 잘려있다니까?,-1.0,1.0
14816,왜 이렇게 표정이 안 좋아 당신?,-1.0,0.0
14818," 당신 지금, 돈 벌어 오는 걸로 그렇게 유세부리고 있는 거야?",-1.0,1.0
14819,취소할 수 없는 약속이 어딨어? 취소해야지. 연주회야말로 오늘 아니면 못 가는 거란 말이야.,-1.0,1.0
14820,약속? 갑자기 무슨 약속이야? 나 이따가 저녁에 골프치러 가기로 했는데.,-1.0,0.0
14821,지금 당신 하는 짓이 꼬장부리는 게 아니면 뭐야? 어린애같이 떼쓰고 있잖아.,-1.0,1.0
14822,"유세라니 무슨 유세를 부려? 내가 지금 괜히 꼬장이라도 부린다는 거야, 뭐야?",-1.0,1.0
14823,"때려치긴 뭘 때려 쳐! 야, 진짜 때려 칠까? 너 이참에 나랑 그냥 확 갈라 설래?",-1.0,1.0
14824,어린애? 뗴를 써? 내가 지금 나 좋자고 골프치러 가? 다 우리 가족 위해서 돈 벌어 오려고 그러는 거야!,-1.0,1.0
14825,"됐어, 언제부터 당신이 우리 가족을 신경 썼다고 그래? 연주회고 뭐고 필요 없으니까 때려 쳐!",-1.0,1.0
14826,자기가 그러니까 아들한테 무심하다는 소리 듣는 거라고. 알기나 해? 그러면서 아들이랑 사이좋길 바라?,-1.0,1.0
14827,내가 말을 안했어? 내가 몇번이나 이야기 했었잖아. 아들 연주회니까 시간 빼 놓으라고!,-1.0,1.0
14828,이 사람이 진짜… 보자보자 하니까! 내가 돈 벌어 오느라 이리 뛰고 저리 뛰느라 그런 거 아니야!,-1.0,1.0
14829,"그래, 알았어. 당장 김변호사한테 연락할테니까, 이혼 도장 찍을 준비해.",-1.0,1.0
14830,아니 내가 얼마나 바쁜데! 하루에도 비즈니스 미팅이 몇 개인 줄이나 알아?,-1.0,1.0
14831,"이혼하자는 말이 그렇게 쉽게 나와? 그래 말 잘 꺼냈다. 이혼 도장 찍자, 찍어!",-1.0,1.0
14832,골프 그거 다음으로 미뤄. 당신 아들 일년에 딱 한번 있는 연주회 자리란 말이야.,-1.0,0.0
14833,오늘 저녁은 뭐 해 먹을까…? 날이 더우니까 요리하기도 힘들고 메뉴 정하는 게 고역이네.,-1.0,0.0
14834,"신경을 쓰는 게 그 모양이야? 어휴… 됐다, 됐어. 내가 말을 말아야지.",-1.0,1.0
14835,내가 무슨? 내가 언제 그랬어? 내가 맛없는 반찬만 한다고? 내가 매일 맛있는 반찬해서 밥차리려고 얼마나 신경을 쓰는데!,-1.0,1.0
14836,맨날 또 고기야? 섬유질 섭취 좀 하게 채소 반찬도 좀 해 봐!,-1.0,0.0
14837,아직 고민중이야… 저번에 사다놓은 고기 재워놓은 거 구울라고.,0.0,-1.0
14838,뭔 소리야… 그럼 나가서 먹든가! 진짜… 같이 못 살겠네.,-1.0,1.0
14839,채소는 만들기도 어렵고 관리하기도 힘들단 말이야. 금방 상해서… 가격도 요즘 비싸고.,-1.0,0.0
14840,"신경 써야지 그럼! 당신이 집에서 밥이나 해야지, 그거 말고 할 줄 아는 게 뭐가 있어?",-1.0,0.0
14841,"노력 두번만 했다가는 아주 큰 일 내겠다, 큰 일 내겠어.",-1.0,1.0
14842,알았다고 했잖아. 너무 그러지 좀 마! 나도 자존감 떨어진다고.당신 무슨 일일드라마에나 나오는 못된 남편처럼 말을 해?!,-1.0,1.0
14843,뭘 말을 말아.. 무슨 말을 그렇게 섭섭하게 해? 사람 기분 상하게. 나도 나름대로 엄청 노력하는 거라고.,-1.0,1.0
14844,나가서 먹기는.. 비싼 돈 주고.. 외식을 왜 해?,-1.0,0.0
14845,"아이, 알았어. 고기 굽고.. 시금치 나물이랑… 된장국 끓일게.",0.0,0.0
14846,나보다 당신이 2배는 많이 버는데. 항상 그렇게 쪼잔하게 굴어야 겠어?,-1.0,1.0
14847,아니. 내가 언제 싸우재? 당신 먼저 내 옷 가지고 잔소리 했잖아. 그리고 내가 내옷을 당신 돈으로 사? 내가 번 돈으로 내가 내 옷 산다는데 왜 그렇게 잔소리를 해?,-1.0,1.0
14848,그래. 말 다 했다! 당신은 진짜 쪼잔해! 완전 쪼잔 그 자체야!,-1.0,1.0
14849,몇 마디?  당신 내가 옷 살 때마다 옷장 앞에 와서 참견하잖아!,-1.0,1.0
14850,내가 언제 내 일만 중요하대? 왜 그렇게 말을 꼬아서 들어? 말도 꼬아서 하고… 진짜 싸우자는거야?,-1.0,1.0
14851,이럴 때만 공동체래… 내가 신혼 때부터 당신이 각자 주머니 차자고 할 때부터 알아봤어야 했는데…,-1.0,1.0
14852,내가 애쓰는걸 당신이 알아주는 것만으로도 내가 얼마나 힘이 되는데..이렇게 힘들다고 안 마시던 술까지 마시는거 보니까… 너무 속상하다. 내가 더 잘 해주고 싶은데… 사실 난 지금 최선을 다하고 있는거라…,-1.0,1.0
14853,하… 사는게 왜 이렇게 힘든지 모르겠어.. 너무 답답하다.,-1.0,1.0
14854,회사 일인데… 당신이 어떻게 돕겠어. 이렇게 집에서 애들 잘 챙겨주고 집안일 잘 해주는게.. 나한테 얼마나 큰 위안인지 몰라. 정말 고마워…,1.0,1.0
14855,"알지, 당신 최선을 다하고 있는거. 매일 보면 느껴지는데… 너무 고마워.",1.0,1.0
14856,말만 들어도 벌써 힘이 나는거 같다. 정말 고마워.,1.0,1.0
14857,우리 지금 조금 힘들어도… 함께라면 잘 헤쳐나갈 수 있을거야. 알았지? 괜히 술 마시지말고.. 힘들 때일수록 몸을 더 챙겨. 내가 내일 닭 사다가 삼계탕 푹 끓여줄게. 그거라도 먹고 힘내. 응?,0.0,1.0
14858,그냥.. 남들은 스트레스 받으면 술을 마시길래.. 한 번 따라해봤더니.. 좋은 것도 없네. 괜히 어지럽기나 하고..,-1.0,1.0
14860,"아, 무슨 119야. 호들갑떨지 말고… 그냥 내 차로 요 앞에 병원 갔다 오자고.",0.0,0.0
14861,여보! 아직도 화장실 청소 안했어? 내가 미루지 말고 바로바로 하라고 했잖아.,-1.0,1.0
14862,아니.. 나 이번주 조기축구도 안 나가고 집에서 쉬었잖아.. 그런데 이상해. 마비가 오나봐.,-1.0,0.0
14863,"아, 아니야.. 하려고 했는데 다리가 아파서 그랬다니까.",-1.0,0.0
14864,괜찮아. 내가 지금 운전해서 병원으로 가볼게.,0.0,0.0
14865,호들갑이 아니라! 다리에 마비 오면 정말 위험한 걸수도 있다니까!,-1.0,1.0
14866,그럼 어떻게 해.. 119 부를 정도는 아니란 말이야.,-1.0,0.0
14867,다리가 아프다고? 이젠 하다하다 꾀병이야? 갑자기 다리가 왜 아파!,-1.0,1.0
14868,아… 진짜 여보 어떡해… 너무 힘들겠다…,-1.0,0.0
14869,음… 그냥 단도직입적으로 얘기해줘야 알거 같은데…,0.0,0.0
14871,최팀장이… 좀 옷을 안 빠는건지… 이상하게 냄새가 엄청 나.. 근데 마치 그게… 악취 방향제처럼.. 냄새를 품는다고 해야 하나..? 사무실에 최팀장이 들어오면 바로 냄새가 난다니까..,-1.0,1.0
14872,나도 다른 사람들 다 간 줄 알고 뒷정리하다가 화장실에 들어갔는데.. 어떤 사람이 쓰러져 있어서 얼마나 놀랐는지 몰라.. 꿈에 나올까 겁나는 광경이었는데… 암튼 그 사람이 왜?,-1.0,0.0
14873,그런다고 옷을 빨아 입을까 싶어…,-1.0,0.0
14874,우리 당신 대학 동기들 부부 동반 모임 언제였지? 다음주 금요일 저녁이었나?,0.0,-1.0
14875,응 맞아. 금요일 저녁. 에휴.. 금요일 저녁은 만나기도 힘들고 길도 막히는데.. 그냥 토요일에 만나기로 했으면 좋았을걸..,-1.0,-1.0
14876,이제와서 어쩌겠어.. 그냥 그렇게 된 것을…,-1.0,0.0
14877,걔가 다른 사람들이랑 있으면 그래. 근데 우리같이 오래 알고 지내서 편한 사람만 만나면. 그렇게 미친듯이 고집을 부리는거야. 근데 그 고집 부리는게.. 뭐 대단한 것도 아니야.,-1.0,0.0
14878,어디서 언제 만날지.. 뭐 그런 것들?,0.0,-1.0
14879,"아.. 그거… 별거 아니야. 그냥, 이번에 게임 새로 나온 거 하나 있어서 샀어.",0.0,-1.0
14880,참.. 나. 어이가 없어서. 회사 일 때문에 하는 거면 법인카드로 긁던가. 그걸 왜 우리 카드로 긁어야 하는데?,-1.0,0.0
14881,여보? 내가 게임사는 거는 다 필요해서 사는거야. 내가 회사에서 하는 일 몰라? 다 업무 관련해서 사는거라고.,0.0,0.0
14882,우리 카드? 헐.. 아무리 어이가 없어도 말은 바로 해야지. 그게 내 카드지 왜 우리 카드야?,-1.0,1.0
14883,알았어.. 그럼.. 한달에 게임에 얼만큼 돈을 쓸지.. 그것만이라도 좀 정하자.,0.0,0.0
14885,그래.. 그럼 당신 요점이 뭔데?,0.0,-1.0
14886,그래. 당사자한테 물어보는게 낫지. 괜히 다른데다가 문의했다가 일만 커지지.,0.0,0.0
14887,나는 그저께 드라이버 하나 빌리러갔는데 안 계셔서.. 옆 동 경비실에서 빌렸어.,-1.0,0.0
14888,옆집 아저씨도 엄청 투덜대더라고. 당최 뭘 물어볼 수가 없다고.. 그래서 주민센터까지 가서 확인하고 왔다고 그러더라.,-1.0,0.0
14889,이상하다.. 옆 동 경비 아저씨는 항상 계시던데.. 무슨 일이라도 생겼는지.. 아니면 체력이 안 좋아지신건지…,-1.0,0.0
14890,맞아. 그럼 그렇게 해야겠다.,0.0,0.0
14891,이번 명절 때 어떻게 하기로 했어? 형님네랑 상의해봐야 하는데.,0.0,-1.0
14892,흠… 나는 평소에 하던대로 하는게 좋을거 같은데. 어차피 외국에 나가있는 형제들이 많으니까. 다 같이 모일 수도 없고.. 그냥 하던데로 있는 사람들끼리 모여서 조촐하게 해보면 어떨까?,0.0,0.0
14893,이번에 그냥 간소하게 하기로 했잖아. 우리집이 원래 제사 지내는집도 아니고.,0.0,-1.0
